id,age,year,wrkstat,hrs1,marital,degree,sphrs1,postlife,sex,SIBS,agekdbrn,othlang,born,neisafe,hsbio,hschem,tspac,nextgen,grass,hrlax,colsci,fmi,numpets,trust,tvhours,sop,ssi,sphrs2,educ,moos,faos,realrinc,wordsum,rhs,Male,pres
764,44.0,2018,working parttime,40.0,1.0,junior college,40.0,,2,0.0,,yes,no,very safe,,,about right,,,5.0,,119879.0,1.0,can't be too careful,,60.0,87.0,,16.0,60.0,72.0,1589.0,,good,female,46.0
1661,44.0,2018,working fulltime,35.0,3.0,high school,,yes,1,7.0,23.0,no,yes,very safe,,,,,legal,3.0,,,3.0,can trust,,,,,12.0,42.0,35.0,10782.0,,good,male,31.0
814,44.0,2018,working parttime,32.0,1.0,high school,40.0,yes,2,3.0,30.0,yes,yes,very safe,yes,yes,too little,strongly agree,legal,1.0,yes,24970.0,,can't be too careful,9.0,28.0,25.0,,15.0,48.0,,8512.0,5.0,good,female,28.0
1558,44.0,2018,working fulltime,25.0,1.0,bachelor,40.0,yes,2,1.0,27.0,no,yes,very safe,yes,no,about right,strongly agree,legal,2.0,yes,45400.0,,can trust,2.0,64.0,82.0,,17.0,40.0,65.0,20430.0,9.0,good,female,74.0
487,44.0,2018,working parttime,20.0,5.0,bachelor,,yes,2,3.0,15.0,no,yes,very safe,yes,yes,,strongly agree,,2.0,no,30645.0,,,6.0,35.0,32.0,,16.0,29.0,47.0,14755.0,8.0,,female,25.0
1991,44.0,2018,working parttime,18.0,5.0,lt high school,,yes,1,5.0,,no,yes,somewhat unsafe,yes,yes,too much,strongly disagree,,0.0,no,4086.0,,,6.0,,,,11.0,24.0,,227.0,5.0,good,male,22.0
1569,44.0,2018,working parttime,15.0,3.0,high school,,yes,2,6.0,32.0,no,yes,very safe,yes,yes,too much,agree,legal,1.0,yes,6242.0,,can't be too careful,5.0,,,,15.0,24.0,38.0,6242.0,5.0,fair,female,31.0
1621,44.0,2018,working fulltime,1.0,1.0,bachelor,,yes,2,10.0,31.0,no,yes,very safe,yes,yes,,agree,,1.0,yes,119879.0,,,1.0,69.0,88.0,40.0,16.0,47.0,,,7.0,good,female,45.0
619,44.0,2018,"unempl, laid off",,1.0,bachelor,40.0,yes,2,7.0,27.0,yes,no,somewhat safe,,,too much,,not legal,,,8512.0,0.0,can't be too careful,,34.0,34.0,,16.0,,62.0,,,excellent,female,61.0
1989,44.0,2018,"unempl, laid off",,5.0,high school,,yes,1,2.0,28.0,no,yes,somewhat unsafe,,,about right,,legal,,,10782.0,0.0,can't be too careful,,,,,12.0,25.0,49.0,,,good,male,39.0
219,44.0,2018,keeping house,,4.0,high school,,yes,2,5.0,20.0,yes,yes,somewhat unsafe,,no,,strongly agree,,,no,5107.0,,,3.0,,,,12.0,25.0,36.0,,6.0,,female,48.0
944,44.0,2018,keeping house,,1.0,lt high school,60.0,yes,2,6.0,18.0,yes,no,very safe,yes,yes,,strongly agree,,,no,,,,2.0,45.0,38.0,,11.0,25.0,28.0,,6.0,,female,52.0
1532,44.0,2018,keeping house,,3.0,high school,,yes,2,2.0,33.0,no,yes,somewhat safe,,,,,not legal,,,9647.0,10.0,can't be too careful,3.0,38.0,28.0,,12.0,,36.0,,6.0,,female,38.0
1646,44.0,2018,keeping house,,3.0,high school,,yes,1,1.0,21.0,no,yes,very safe,yes,yes,,agree,,,no,5107.0,,,12.0,,,,12.0,39.0,49.0,,4.0,,male,50.0
2184,44.0,2018,keeping house,,1.0,bachelor,60.0,yes,2,2.0,23.0,yes,yes,very safe,yes,yes,about right,agree,,,yes,37455.0,,,1.0,27.0,14.0,,16.0,54.0,,,8.0,excellent,female,17.0
1700,44.0,2018,other,,1.0,high school,40.0,,1,3.0,21.0,no,yes,very safe,yes,yes,too little,agree,,,yes,24970.0,,,1.0,68.0,89.0,,13.0,47.0,,,5.0,good,male,46.0
263,45.0,2018,working fulltime,70.0,1.0,bachelor,40.0,yes,1,3.0,,yes,yes,very safe,yes,yes,about right,agree,legal,2.0,yes,72640.0,,can't be too careful,1.0,61.0,71.0,,16.0,61.0,35.0,30645.0,8.0,excellent,male,45.0
2243,45.0,2018,working fulltime,70.0,3.0,high school,,yes,1,4.0,23.0,no,yes,very safe,,,,,not legal,4.0,,30645.0,11.0,can't be too careful,1.0,,,,12.0,36.0,42.0,,4.0,,male,59.0
1416,45.0,2018,working fulltime,60.0,3.0,high school,,no,1,2.0,21.0,no,yes,somewhat safe,yes,yes,,agree,,4.0,yes,17025.0,,,3.0,,,,15.0,,28.0,17025.0,6.0,,male,32.0
1752,45.0,2018,working fulltime,60.0,1.0,graduate,20.0,yes,2,3.0,27.0,no,yes,somewhat safe,,,about right,,legal,3.0,,119879.0,1.0,can trust,,48.0,20.0,,16.0,,42.0,63560.0,,,female,72.0
1822,45.0,2018,working fulltime,60.0,3.0,bachelor,,yes,1,1.0,30.0,no,yes,very safe,yes,yes,,disagree,,1.0,yes,72640.0,,,3.0,,,,17.0,38.0,50.0,54480.0,6.0,,male,51.0
277,45.0,2018,working fulltime,55.0,1.0,graduate,,yes,1,1.0,34.0,no,yes,very safe,,,,,legal,1.0,,119879.0,0.0,can trust,,52.0,67.0,,18.0,56.0,45.0,151050.0,,,male,72.0
953,45.0,2018,working fulltime,55.0,4.0,bachelor,,yes,1,2.0,,no,yes,somewhat safe,,,about right,,legal,3.0,,24970.0,0.0,can trust,,,,,14.0,53.0,44.0,24970.0,,good,male,53.0
39,45.0,2018,working fulltime,50.0,1.0,graduate,40.0,yes,1,5.0,33.0,yes,yes,very safe,yes,yes,about right,agree,legal,3.0,yes,30645.0,,can't be too careful,1.0,47.0,38.0,,19.0,32.0,49.0,20430.0,9.0,good,male,53.0
1041,45.0,2018,working fulltime,50.0,3.0,bachelor,,,1,2.0,32.0,no,yes,very safe,,,too little,,legal,4.0,,119879.0,0.0,can't be too careful,,,,,16.0,39.0,31.0,151050.0,,,male,39.0
1827,45.0,2018,working fulltime,50.0,1.0,graduate,50.0,yes,2,2.0,21.0,no,yes,very safe,,,,,legal,2.0,,54480.0,0.0,can't be too careful,1.0,43.0,57.0,,16.0,38.0,46.0,30645.0,7.0,,female,64.0
309,45.0,2018,working fulltime,45.0,3.0,high school,,yes,2,5.0,27.0,no,yes,very safe,yes,no,,agree,legal,2.0,no,10782.0,,can't be too careful,2.0,,,,12.0,47.0,25.0,10782.0,5.0,fair,female,55.0
1420,45.0,2018,working fulltime,43.0,3.0,high school,,yes,2,12.0,21.0,no,yes,very safe,yes,yes,about right,agree,legal,1.0,no,20430.0,,can't be too careful,2.0,,,,14.0,,,20430.0,5.0,good,female,48.0
296,45.0,2018,working fulltime,40.0,1.0,bachelor,40.0,yes,2,4.0,24.0,no,yes,very safe,yes,yes,about right,agree,,3.0,yes,72640.0,,,3.0,71.0,87.0,,16.0,53.0,31.0,24970.0,8.0,good,female,45.0
375,45.0,2018,working fulltime,40.0,4.0,bachelor,,no,1,5.0,24.0,yes,yes,very safe,yes,,too little,strongly agree,,2.0,yes,54480.0,,,3.0,,,,16.0,27.0,62.0,14755.0,8.0,excellent,male,36.0
809,45.0,2018,working fulltime,40.0,4.0,junior college,,yes,2,10.0,17.0,yes,yes,somewhat unsafe,,,about right,,legal,8.0,,12485.0,0.0,can trust,,,,,16.0,31.0,,12485.0,,good,female,24.0
877,45.0,2018,working fulltime,40.0,1.0,bachelor,40.0,yes,1,4.0,29.0,no,yes,very safe,yes,no,,agree,,4.0,no,54480.0,,,2.0,40.0,41.0,,16.0,48.0,70.0,30645.0,5.0,,male,60.0
966,45.0,2018,working fulltime,40.0,1.0,high school,,yes,1,2.0,23.0,no,yes,very safe,yes,yes,too much,agree,,4.0,yes,24970.0,,,4.0,51.0,28.0,,14.0,25.0,73.0,,7.0,good,male,46.0
1905,45.0,2018,working fulltime,40.0,2.0,lt high school,,no,2,5.0,18.0,no,no,somewhat safe,,,,agree,,3.0,no,5107.0,,,1.0,,,,4.0,28.0,46.0,1589.0,7.0,,female,21.0
1863,45.0,2018,working fulltime,36.0,1.0,graduate,36.0,yes,2,2.0,33.0,yes,no,very safe,yes,yes,about right,strongly agree,not legal,12.0,yes,37455.0,,can't be too careful,1.0,64.0,84.0,,18.0,48.0,60.0,20430.0,4.0,excellent,female,64.0
524,45.0,2018,working parttime,25.0,5.0,high school,,yes,1,0.0,,no,yes,somewhat unsafe,yes,no,about right,agree,,3.0,no,7377.0,,,4.0,,,,14.0,,45.0,6242.0,7.0,good,male,35.0
585,45.0,2018,working parttime,17.0,1.0,high school,45.0,yes,2,3.0,30.0,no,yes,somewhat safe,,,about right,,legal,1.0,,37455.0,4.0,can't be too careful,,48.0,57.0,,12.0,35.0,29.0,3405.0,,,female,24.0
1509,45.0,2018,working parttime,10.0,3.0,junior college,,,2,3.0,21.0,no,yes,somewhat safe,,,,,legal,5.0,,12485.0,1.0,can't be too careful,1.0,,,,17.0,28.0,,2497.0,6.0,,female,43.0
1052,45.0,2018,working parttime,7.0,5.0,high school,,yes,2,4.0,,no,yes,very safe,,,,,,4.0,,12485.0,2.0,can trust,1.0,,,,12.0,47.0,39.0,12485.0,6.0,,female,25.0
98,45.0,2018,temp not working,,4.0,bachelor,,yes,1,2.0,,yes,yes,somewhat safe,yes,yes,too little,strongly agree,,2.0,no,63560.0,,,0.0,,,,16.0,64.0,53.0,24970.0,8.0,good,male,54.0
579,45.0,2018,temp not working,,5.0,high school,,yes,2,11.0,20.0,no,yes,somewhat safe,no,yes,too little,agree,,2.0,yes,14755.0,,can't be too careful,4.0,,,,15.0,60.0,53.0,14755.0,7.0,good,female,47.0
718,45.0,2018,temp not working,,1.0,graduate,40.0,yes,1,2.0,34.0,yes,yes,very safe,,,,,legal,3.0,,119879.0,0.0,can trust,2.0,63.0,81.0,,18.0,25.0,64.0,54480.0,6.0,,male,63.0
58,45.0,2018,"unempl, laid off",,5.0,high school,,yes,2,10.0,19.0,yes,yes,somewhat safe,no,no,too much,agree,,,yes,4086.0,,,0.0,,,,14.0,,,4086.0,6.0,,female,32.0
1449,45.0,2018,school,,3.0,high school,,yes,2,5.0,18.0,no,yes,somewhat safe,yes,no,,strongly agree,,,no,6242.0,,,6.0,44.0,28.0,,10.0,31.0,50.0,,6.0,,female,39.0
515,45.0,2018,keeping house,,1.0,bachelor,40.0,no,1,0.0,42.0,no,yes,very safe,yes,yes,,strongly agree,,,yes,119879.0,,,3.0,60.0,76.0,,16.0,47.0,,,7.0,,male,45.0
1086,46.0,2018,working fulltime,75.0,3.0,bachelor,,yes,2,0.0,24.0,yes,yes,very safe,,,,,legal,2.0,,30645.0,2.0,depends,3.0,,,,16.0,47.0,,30645.0,6.0,,female,53.0
185,46.0,2018,working fulltime,72.0,3.0,bachelor,,yes,1,1.0,32.0,yes,no,very safe,,yes,,agree,,0.0,no,63560.0,,,3.0,,,,16.0,,32.0,63560.0,5.0,,male,47.0
417,46.0,2018,working fulltime,70.0,4.0,high school,,,1,5.0,19.0,yes,yes,very safe,,,,,legal,3.0,,37455.0,2.0,can't be too careful,,,,,13.0,,35.0,24970.0,,,male,42.0
985,46.0,2018,working fulltime,65.0,1.0,bachelor,,yes,1,1.0,30.0,no,yes,very safe,yes,yes,about right,agree,legal,1.0,yes,72640.0,,can't be too careful,1.0,59.0,64.0,,16.0,64.0,45.0,54480.0,10.0,good,male,51.0
1347,46.0,2018,working fulltime,65.0,3.0,junior college,,yes,1,0.0,25.0,no,yes,very safe,yes,no,,agree,,5.0,no,72640.0,,,1.0,,,,14.0,,73.0,45400.0,5.0,,male,47.0
188,46.0,2018,working fulltime,60.0,1.0,bachelor,20.0,yes,1,5.0,39.0,yes,no,somewhat safe,yes,yes,,strongly agree,,1.0,yes,54480.0,,,2.0,,,,16.0,48.0,39.0,45400.0,6.0,,male,65.0
190,46.0,2018,working fulltime,60.0,5.0,high school,,no,1,1.0,32.0,no,yes,somewhat safe,no,no,about right,agree,legal,5.0,yes,37455.0,,can't be too careful,1.0,,,,13.0,45.0,34.0,30645.0,8.0,good,male,34.0
1446,46.0,2018,working fulltime,60.0,1.0,graduate,45.0,yes,1,1.0,29.0,no,yes,somewhat safe,,,,,legal,2.0,,119879.0,9.0,can trust,1.0,59.0,88.0,,18.0,38.0,73.0,151050.0,9.0,,male,52.0
212,46.0,2018,working fulltime,54.0,1.0,high school,80.0,no,1,1.0,22.0,yes,yes,very safe,,,,,not legal,2.0,,119879.0,4.0,can't be too careful,1.0,36.0,24.0,,14.0,,56.0,54480.0,6.0,,male,50.0
169,46.0,2018,working fulltime,53.0,5.0,junior college,,,1,1.0,,yes,no,somewhat safe,,,,,,2.0,,24970.0,0.0,can trust,,,,,18.0,46.0,38.0,24970.0,,,male,38.0
491,46.0,2018,working fulltime,50.0,1.0,bachelor,45.0,yes,2,4.0,20.0,no,yes,very safe,,,,,not legal,3.0,,119879.0,4.0,can trust,1.0,44.0,52.0,,16.0,,,72640.0,5.0,,female,46.0
695,46.0,2018,working fulltime,50.0,1.0,high school,65.0,no,1,2.0,30.0,no,no,very safe,yes,yes,too much,agree,not legal,10.0,no,20430.0,,can't be too careful,2.0,31.0,39.0,,12.0,61.0,,14755.0,9.0,fair,male,25.0
2008,46.0,2018,working fulltime,50.0,4.0,graduate,,yes,2,2.0,30.0,yes,yes,very safe,yes,no,about right,disagree,not legal,1.0,no,30645.0,,can trust,1.0,,,,16.0,,62.0,30645.0,7.0,excellent,female,69.0
1021,46.0,2018,working fulltime,45.0,5.0,junior college,,yes,2,2.0,19.0,no,yes,somewhat safe,,,,,legal,3.0,,20430.0,1.0,can trust,3.0,,,,13.0,55.0,,20430.0,6.0,,female,53.0
1955,46.0,2018,working fulltime,45.0,5.0,high school,,yes,1,2.0,32.0,no,yes,somewhat safe,no,no,too little,strongly agree,legal,4.0,no,24970.0,,can't be too careful,2.0,,,,12.0,31.0,48.0,4086.0,5.0,good,male,35.0
289,46.0,2018,working fulltime,44.0,4.0,high school,,yes,2,3.0,19.0,yes,yes,very safe,,,,,,8.0,,24970.0,2.0,can't be too careful,1.0,,,,12.0,39.0,44.0,,5.0,,female,35.0
55,46.0,2018,working fulltime,40.0,1.0,bachelor,30.0,no,1,2.0,28.0,yes,no,very safe,,,,,legal,3.0,,119879.0,1.0,can trust,1.0,63.0,75.0,,16.0,74.0,66.0,151050.0,8.0,,male,60.0
154,46.0,2018,working fulltime,40.0,4.0,bachelor,,,2,1.0,19.0,yes,no,somewhat safe,,,,,,3.0,,37455.0,0.0,depends,,,,,16.0,,43.0,8512.0,,,female,64.0
301,46.0,2018,working fulltime,40.0,1.0,bachelor,40.0,yes,2,3.0,28.0,no,yes,very safe,yes,no,about right,strongly agree,not legal,3.0,yes,63560.0,,can't be too careful,2.0,,,,16.0,24.0,49.0,30645.0,6.0,good,female,52.0
429,46.0,2018,working fulltime,40.0,3.0,bachelor,,yes,2,2.0,,yes,yes,very safe,,,,,legal,2.0,,119879.0,3.0,can trust,3.0,,,,16.0,35.0,46.0,30645.0,6.0,,female,39.0
451,46.0,2018,working fulltime,40.0,5.0,high school,,yes,1,6.0,18.0,no,yes,somewhat unsafe,yes,no,,agree,,3.0,no,45400.0,,,2.0,49.0,37.0,,12.0,25.0,,24970.0,5.0,,male,35.0
455,46.0,2018,working fulltime,40.0,3.0,graduate,,yes,2,0.0,20.0,no,yes,somewhat safe,yes,yes,,agree,,3.0,yes,54480.0,,,1.0,,,,18.0,47.0,,45400.0,4.0,,female,39.0
720,46.0,2018,working fulltime,40.0,1.0,graduate,40.0,yes,1,2.0,32.0,no,yes,somewhat safe,yes,yes,,strongly agree,,2.0,yes,72640.0,,,1.0,64.0,82.0,,18.0,,69.0,37455.0,6.0,,male,64.0
742,46.0,2018,working fulltime,40.0,5.0,bachelor,,no,1,1.0,,no,yes,very safe,,,,,legal,3.0,,24970.0,0.0,can't be too careful,,,,,16.0,,35.0,24970.0,,,male,38.0
1528,46.0,2018,working fulltime,40.0,1.0,high school,20.0,yes,1,3.0,26.0,no,yes,very safe,no,no,too little,agree,not legal,3.0,no,,,can't be too careful,3.0,28.0,21.0,,12.0,,46.0,,6.0,good,male,35.0
1685,46.0,2018,working fulltime,40.0,3.0,high school,,yes,2,1.0,,no,yes,very safe,,,,,legal,5.0,,24970.0,1.0,can't be too careful,,,,,12.0,23.0,53.0,20430.0,,,female,55.0
2105,46.0,2018,working fulltime,40.0,1.0,high school,40.0,yes,1,1.0,25.0,no,yes,very safe,yes,yes,,agree,,6.0,yes,54480.0,,,3.0,36.0,24.0,,13.0,47.0,49.0,30645.0,6.0,,male,56.0
2270,46.0,2018,working fulltime,40.0,3.0,high school,,yes,1,2.0,19.0,no,yes,somewhat safe,,,about right,,not legal,5.0,,37455.0,0.0,can't be too careful,,,,,12.0,,,37455.0,,excellent,male,39.0
1190,46.0,2018,working fulltime,38.0,1.0,bachelor,40.0,yes,2,5.0,31.0,no,yes,very safe,yes,yes,,strongly agree,,5.0,yes,72640.0,,,2.0,26.0,28.0,,16.0,,60.0,30645.0,4.0,,female,47.0
816,46.0,2018,working parttime,28.0,3.0,high school,,yes,2,21.0,18.0,yes,yes,somewhat safe,,,,,,1.0,,9647.0,0.0,can't be too careful,,,,,12.0,25.0,42.0,9647.0,,fair,female,35.0
46,46.0,2018,working parttime,25.0,2.0,high school,,no,2,5.0,18.0,no,no,very safe,,,,,,3.0,,14755.0,1.0,can't be too careful,5.0,,,,12.0,,50.0,14755.0,7.0,,female,48.0
222,46.0,2018,working parttime,8.0,1.0,bachelor,50.0,no,2,3.0,32.0,yes,yes,very safe,,,,,legal,2.0,,119879.0,2.0,can trust,,73.0,84.0,,16.0,,35.0,,,,female,47.0
88,46.0,2018,temp not working,,1.0,high school,40.0,no,1,0.0,32.0,yes,yes,very safe,,,too little,,legal,2.0,,119879.0,0.0,can trust,,59.0,64.0,,16.0,49.0,,151050.0,,,male,25.0
786,46.0,2018,temp not working,,1.0,high school,40.0,yes,2,2.0,,no,yes,very safe,yes,no,too much,strongly agree,,8.0,yes,30645.0,,,1.0,31.0,55.0,,15.0,,48.0,17025.0,8.0,excellent,female,25.0
2151,46.0,2018,temp not working,,3.0,lt high school,,no,1,4.0,19.0,no,yes,very safe,,,,,not legal,0.0,,14755.0,3.0,can't be too careful,3.0,,,,8.0,28.0,48.0,14755.0,5.0,,male,35.0
650,46.0,2018,"unempl, laid off",,5.0,lt high school,,no,1,6.0,,no,no,somewhat safe,,,,disagree,,,no,9647.0,,,3.0,,,,3.0,,46.0,9647.0,5.0,,male,46.0
705,46.0,2018,keeping house,,1.0,junior college,50.0,yes,2,1.0,29.0,yes,yes,very safe,,,too much,,,,,45400.0,2.0,can't be too careful,,31.0,39.0,,14.0,,31.0,,,good,female,42.0
947,46.0,2018,keeping house,,1.0,graduate,40.0,yes,2,3.0,32.0,no,yes,very safe,yes,yes,too little,agree,,,yes,14755.0,,,2.0,74.0,84.0,,18.0,46.0,,,8.0,good,female,51.0
1198,46.0,2018,keeping house,,1.0,high school,35.0,yes,2,2.0,25.0,yes,yes,very safe,yes,yes,about right,agree,,,no,,,,2.0,36.0,21.0,,12.0,,65.0,,6.0,fair,female,38.0
1508,46.0,2018,keeping house,,1.0,lt high school,45.0,yes,2,6.0,20.0,yes,no,somewhat safe,,,,agree,,,no,7377.0,,,1.0,27.0,14.0,,6.0,27.0,27.0,,7.0,,female,46.0
2141,46.0,2018,keeping house,,1.0,high school,45.0,yes,2,7.0,,no,yes,somewhat safe,,,about right,,legal,,,20430.0,4.0,can trust,,38.0,43.0,,12.0,,35.0,4086.0,,poor,female,38.0
2339,46.0,2018,keeping house,,3.0,high school,,no,2,2.0,19.0,yes,yes,somewhat safe,,,,,legal,,,8512.0,1.0,can't be too careful,,,,,12.0,,35.0,,,good,female,48.0
1256,47.0,2018,working fulltime,70.0,1.0,high school,,yes,1,7.0,19.0,yes,no,very safe,,,,,not legal,3.0,,54480.0,0.0,can't be too careful,1.0,47.0,57.0,,12.0,,49.0,54480.0,9.0,,male,28.0
2165,47.0,2018,working fulltime,65.0,5.0,high school,,yes,2,3.0,18.0,yes,yes,somewhat unsafe,,,,,legal,2.0,,12485.0,1.0,can't be too careful,,70.0,83.0,,12.0,39.0,63.0,,,fair,female,32.0
543,47.0,2018,working fulltime,60.0,5.0,bachelor,,yes,1,1.0,,no,yes,somewhat safe,yes,yes,about right,strongly agree,,2.0,yes,45400.0,,,1.0,,,,16.0,44.0,47.0,45400.0,5.0,excellent,male,66.0
1634,47.0,2018,working fulltime,60.0,3.0,high school,,yes,1,4.0,14.0,no,yes,very safe,,,,,legal,3.0,,45400.0,9.0,can't be too careful,3.0,47.0,65.0,,12.0,38.0,59.0,30645.0,3.0,,male,42.0
719,47.0,2018,working fulltime,50.0,1.0,graduate,40.0,no,2,1.0,33.0,yes,yes,very safe,yes,yes,too little,strongly agree,,3.0,yes,119879.0,,,1.0,33.0,63.0,,18.0,46.0,46.0,63560.0,10.0,excellent,female,53.0
1487,47.0,2018,working fulltime,50.0,1.0,high school,40.0,no,1,2.0,33.0,no,no,very safe,yes,yes,,agree,,1.0,no,72640.0,,,1.0,40.0,33.0,,12.0,64.0,60.0,30645.0,7.0,,male,38.0
1657,47.0,2018,working fulltime,49.0,1.0,high school,,yes,1,1.0,,no,no,very safe,,,,,legal,5.0,,24970.0,3.0,can't be too careful,4.0,28.0,21.0,,12.0,28.0,35.0,24970.0,6.0,,male,22.0
207,47.0,2018,working fulltime,48.0,1.0,high school,48.0,no,1,3.0,18.0,no,yes,very safe,no,yes,,strongly agree,,8.0,no,54480.0,,,0.0,50.0,63.0,,12.0,47.0,46.0,24970.0,5.0,,male,38.0
752,47.0,2018,working fulltime,48.0,3.0,high school,,no,1,3.0,26.0,no,yes,somewhat safe,,,,,legal,3.0,,54480.0,1.0,can trust,0.0,64.0,84.0,,15.0,33.0,49.0,54480.0,7.0,,male,60.0
1064,47.0,2018,working fulltime,46.0,3.0,high school,,yes,2,2.0,23.0,yes,yes,somewhat safe,yes,yes,too much,agree,legal,1.0,no,30645.0,,can trust,0.0,39.0,38.0,,12.0,64.0,49.0,14755.0,6.0,excellent,female,31.0
1791,47.0,2018,working fulltime,46.0,1.0,graduate,45.0,yes,2,7.0,22.0,yes,yes,somewhat safe,,,too little,,not legal,5.0,,45400.0,1.0,can trust,,39.0,67.0,,20.0,22.0,46.0,,,good,female,47.0
743,47.0,2018,working fulltime,42.0,1.0,lt high school,40.0,yes,1,3.0,25.0,no,yes,very safe,no,no,about right,agree,legal,4.0,no,14755.0,,can't be too careful,4.0,64.0,84.0,,10.0,36.0,35.0,9647.0,3.0,good,male,73.0
423,47.0,2018,working fulltime,41.0,3.0,high school,,yes,1,1.0,17.0,no,yes,very safe,,,,,legal,3.0,,30645.0,20.0,can't be too careful,7.0,25.0,12.0,,12.0,46.0,45.0,30645.0,4.0,,male,35.0
658,47.0,2018,working fulltime,40.0,1.0,high school,40.0,yes,1,0.0,,no,yes,very safe,,,,,legal,6.0,,37455.0,8.0,can trust,,35.0,23.0,,14.0,64.0,46.0,30645.0,,,male,45.0
663,47.0,2018,working fulltime,40.0,1.0,high school,8.0,yes,2,2.0,24.0,yes,no,very safe,,,,,not legal,,,24970.0,,depends,,44.0,28.0,,12.0,35.0,,17025.0,,,female,57.0
884,47.0,2018,working fulltime,40.0,1.0,bachelor,40.0,yes,1,3.0,27.0,yes,yes,very safe,yes,yes,too much,agree,not legal,3.0,yes,24970.0,,can trust,2.0,31.0,51.0,,16.0,61.0,49.0,14755.0,8.0,excellent,male,31.0
1096,47.0,2018,working fulltime,40.0,3.0,bachelor,,no,1,2.0,25.0,no,yes,somewhat safe,,,,,legal,4.0,,30645.0,1.0,can't be too careful,,,,,17.0,,46.0,24970.0,,,male,42.0
1432,47.0,2018,working fulltime,40.0,3.0,high school,,yes,2,1.0,19.0,no,yes,very safe,yes,yes,too little,strongly disagree,,4.0,no,17025.0,,,3.0,,,,14.0,35.0,,12485.0,7.0,good,female,24.0
1761,47.0,2018,working fulltime,40.0,1.0,bachelor,45.0,no,2,2.0,24.0,no,yes,somewhat safe,yes,yes,about right,agree,legal,2.0,yes,72640.0,,can trust,3.0,69.0,91.0,,16.0,45.0,48.0,24970.0,8.0,good,female,64.0
1804,47.0,2018,working fulltime,40.0,1.0,bachelor,48.0,yes,2,1.0,31.0,no,yes,very safe,yes,yes,about right,strongly agree,not legal,4.0,yes,63560.0,,can't be too careful,0.0,56.0,53.0,,16.0,47.0,51.0,37455.0,6.0,excellent,female,64.0
2187,47.0,2018,working fulltime,40.0,3.0,high school,,yes,2,2.0,,no,yes,very safe,yes,yes,about right,agree,,2.0,no,20430.0,,,1.0,,,,12.0,24.0,53.0,20430.0,5.0,,female,31.0
2233,47.0,2018,working fulltime,40.0,3.0,bachelor,,yes,2,2.0,29.0,yes,yes,very safe,yes,no,too little,disagree,legal,3.0,yes,7377.0,,can't be too careful,2.0,,,,17.0,38.0,34.0,7377.0,3.0,good,female,35.0
1345,47.0,2018,working parttime,40.0,3.0,high school,,yes,2,0.0,21.0,no,yes,very safe,no,no,about right,agree,,2.0,no,30645.0,,,4.0,,,,13.0,,50.0,,4.0,fair,female,47.0
841,47.0,2018,working parttime,20.0,1.0,lt high school,40.0,yes,2,9.0,22.0,no,no,somewhat unsafe,no,no,too much,agree,,1.0,no,14755.0,,,0.0,37.0,18.0,,9.0,,27.0,2497.0,4.0,good,female,35.0
1320,47.0,2018,temp not working,,1.0,junior college,28.0,yes,2,2.0,,no,yes,very safe,yes,no,,strongly agree,,5.0,yes,30645.0,,,2.0,35.0,32.0,,16.0,43.0,39.0,6242.0,5.0,,female,37.0
638,47.0,2018,"unempl, laid off",,1.0,high school,,yes,1,15.0,29.0,no,yes,somewhat safe,yes,no,about right,strongly agree,,,no,6242.0,,,5.0,38.0,27.0,,12.0,48.0,,6242.0,8.0,good,male,35.0
1173,47.0,2018,"unempl, laid off",,3.0,high school,,yes,1,4.0,30.0,no,yes,very safe,yes,no,,strongly agree,,,no,24970.0,,,10.0,60.0,76.0,,12.0,,48.0,227.0,4.0,,male,25.0
1992,47.0,2018,"unempl, laid off",,2.0,lt high school,,yes,1,8.0,30.0,no,no,somewhat unsafe,,,,,not legal,,,2497.0,0.0,can't be too careful,,21.0,14.0,,0.0,,27.0,2043.0,,,male,33.0
79,47.0,2018,keeping house,,1.0,junior college,60.0,,2,6.0,41.0,no,yes,very safe,,,,,,,,,0.0,can't be too careful,,69.0,91.0,,14.0,,32.0,,,,female,52.0
946,47.0,2018,keeping house,,1.0,bachelor,40.0,yes,2,7.0,,yes,no,very safe,,,,,legal,,,17025.0,0.0,can't be too careful,4.0,44.0,36.0,,17.0,,32.0,,4.0,,female,39.0
805,48.0,2018,working fulltime,70.0,1.0,lt high school,55.0,yes,1,4.0,,yes,yes,somewhat safe,,,,strongly agree,,2.0,no,37455.0,,,2.0,42.0,39.0,,7.0,25.0,,9647.0,7.0,,male,35.0
516,48.0,2018,working fulltime,65.0,1.0,high school,40.0,yes,2,4.0,30.0,yes,yes,very safe,,,about right,,,2.0,,119879.0,3.0,can't be too careful,,60.0,87.0,,14.0,,69.0,,,excellent,female,49.0
727,48.0,2018,working fulltime,53.0,3.0,high school,,yes,1,1.0,28.0,yes,yes,very safe,,,,,,1.0,,72640.0,0.0,can't be too careful,1.0,,,,13.0,46.0,65.0,24970.0,7.0,,male,35.0
236,48.0,2018,working fulltime,50.0,1.0,bachelor,45.0,no,2,1.0,,yes,yes,very safe,yes,yes,too little,agree,legal,2.0,yes,119879.0,,can trust,2.0,60.0,87.0,,17.0,33.0,26.0,37455.0,9.0,good,female,49.0
